img_id,pais,clase_pred,tipo_via,barrio,confianza,area_rel,aspecto,cy_rel,cx_rel,n_det_imagen,lat,lon,prioridad
demo_701,demo,D00,colectora,Recoleta,0.27293,0.00216,0.52602,0.57194,0.46806,3,-25.29755,-57.60965,baja
demo_702,demo,D20,colectora,Centro,0.22346,0.03443,0.96632,0.5694,0.23097,3,-25.28,-57.63113,media
demo_703,demo,D20,local,Carmelitas,0.20859,0.12568,0.79608,0.67035,0.16016,3,-25.28777,-57.57988,alta
demo_704,demo,D40,arterial,Villa Morra,0.24675,0.00534,1.73644,0.87794,0.62063,1,-25.29696,-57.574,alta
demo_705,demo,D00,colectora,Barrio Obrero,0.52719,0.03339,0.06559,0.64324,0.43642,1,-25.3148,-57.62448,media
demo_706,demo,D20,colectora,Villa Morra,0.43012,0.18047,3.4644,0.87574,0.60465,4,-25.29327,-57.57812,alta
demo_707,demo,D20,colectora,Villa Morra,0.39796,0.07365,1.26525,0.87527,0.84737,4,-25.29383,-57.5805,media
demo_708,demo,D00,colectora,Villa Morra,0.13319,0.01619,1.05997,0.93623,0.78716,4,-25.29711,-57.57639,baja
demo_709,demo,D40,colectora,Centro,0.11826,0.00217,0.8718,0.86523,0.97826,4,-25.27676,-57.63807,media
demo_710,demo,D20,local,Carmelitas,0.39463,0.02486,1.20876,0.8323,0.51642,3,-25.28203,-57.56861,media
demo_711,demo,D20,local,Mburucuyá,0.17949,0.03422,1.8431,0.82974,0.55474,3,-25.27445,-57.58049,media
demo_712,demo,D00,local,Trinidad,0.11334,0.04855,1.22035,0.89966,0.73724,3,-25.26341,-57.59428,media
demo_713,demo,D00,colectora,Carmelitas,0.60328,0.02681,0.38069,0.84782,0.4651,2,-25.28573,-57.57105,media
demo_714,demo,D00,arterial,Carmelitas,0.17839,0.0182,1.44667,0.83306,0.91887,2,-25.28797,-57.57355,media
demo_715,demo,D00,local,Recoleta,0.4329,0.0826,0.34788,0.24512,0.17248,4,-25.29547,-57.61206,media
demo_716,demo,D10,colectora,Sajonia,0.43249,0.01768,5.89173,0.70963,0.75273,4,-25.29256,-57.6478,baja
demo_717,demo,D10,colectora,Las Mercedes,0.31786,0.01475,7.14865,0.37197,0.38244,4,-25.29127,-57.62613,baja
demo_718,demo,D10,arterial,Barrio Obrero,0.12418,0.02543,5.77017,0.71504,0.77279,4,-25.31474,-57.62743,media
demo_719,demo,D10,local,Barrio Obrero,0.44672,0.08648,11.23261,0.51289,0.49768,2,-25.30955,-57.62701,media
demo_720,demo,D00,arterial,Centro,0.10662,0.023,0.20232,0.83041,0.17306,2,-25.2789,-57.63564,media
demo_721,demo,D20,local,Carmelitas,0.37025,0.08365,1.5566,0.82347,0.56582,1,-25.28793,-57.57179,alta
demo_722,demo,D20,arterial,Centro,0.71057,0.16125,3.80612,0.83766,0.39171,2,-25.28173,-57.63084,alta
demo_723,demo,D20,arterial,Villa Morra,0.10867,0.1016,1.66064,0.79781,0.57147,2,-25.29272,-57.57825,alta
demo_724,demo,D00,arterial,Centro,0.87105,0.05772,0.78068,0.33672,0.223,3,-25.28058,-57.63466,media
demo_725,demo,D00,colectora,Centro,0.79614,0.14541,0.43481,0.70512,0.12749,3,-25.28044,-57.63891,media
demo_726,demo,D00,colectora,Carmelitas,0.75814,0.23482,0.51629,0.56708,0.6071,3,-25.2799,-57.57918,media
demo_727,demo,D20,local,Recoleta,0.30069,0.00719,0.77099,0.66864,0.40611,6,-25.28869,-57.60964,media
demo_728,demo,D00,colectora,Las Mercedes,0.21862,0.00457,0.17531,0.9089,0.41648,6,-25.28859,-57.61919,baja
demo_729,demo,D00,local,Barrio Obrero,0.20103,0.00336,0.22083,0.92989,0.41742,6,-25.31489,-57.62661,baja
demo_730,demo,D20,local,Villa Morra,0.15983,0.03447,0.26333,0.79928,0.4195,6,-25.2989,-57.57847,media
demo_731,demo,D20,colectora,Centro,0.1327,0.05031,0.84385,0.87387,0.13829,6,-25.28009,-57.6355,media
demo_732,demo,D20,local,San Vicente,0.11618,0.02131,0.39969,0.73654,0.41766,6,-25.31451,-57.60491,media
demo_733,demo,D40,colectora,Villa Morra,0.17155,0.10779,2.82712,0.64969,0.45628,3,-25.29591,-57.57048,alta
demo_734,demo,D40,arterial,Villa Morra,0.14338,0.06928,2.46411,0.64422,0.53514,3,-25.2954,-57.57977,alta
demo_735,demo,D40,arterial,Trinidad,0.10644,0.05068,2.42211,0.64757,0.57757,3,-25.25996,-57.59526,alta
demo_736,demo,D10,arterial,Carmelitas,0.25695,0.01074,5.11659,0.66609,0.23864,1,-25.28404,-57.57065,media
demo_737,demo,D00,local,Barrio Obrero,0.19067,0.05459,0.514,0.83124,0.53917,2,-25.3127,-57.62379,media
demo_738,demo,D00,colectora,Mburucuyá,0.16509,0.00083,0.35533,0.80214,0.43514,2,-25.27709,-57.58271,baja
demo_739,demo,D00,colectora,Barrio Obrero,0.13837,0.03566,0.37609,0.83951,0.4249,1,-25.31366,-57.629,media
demo_740,demo,D00,local,Las Mercedes,0.4325,0.08577,0.79133,0.83334,0.72771,3,-25.29316,-57.62315,media
demo_741,demo,D10,arterial,Recoleta,0.18107,0.00651,5.68818,0.80953,0.79609,3,-25.2877,-57.60573,baja
demo_742,demo,D00,colectora,Villa Morra,0.10877,0.03581,0.86267,0.89652,0.7619,3,-25.29442,-57.58417,media
demo_743,demo,D20,arterial,Villa Morra,0.78755,0.3102,3.18993,0.84306,0.49737,1,-25.29242,-57.57254,alta
demo_744,demo,D10,arterial,Sajonia,0.24799,0.01089,4.03178,0.81932,0.55096,9,-25.2984,-57.64571,media
demo_745,demo,D10,arterial,Sajonia,0.19802,0.01065,5.48015,0.77975,0.12131,9,-25.29862,-57.64965,media
demo_746,demo,D00,local,Sajonia,0.18685,0.01768,1.14279,0.78658,0.17795,9,-25.29459,-57.64394,baja
demo_747,demo,D00,colectora,Barrio Obrero,0.18307,0.00907,0.37453,0.76913,0.43662,9,-25.3141,-57.61901,baja
demo_748,demo,D00,local,Trinidad,0.14768,0.01005,0.63828,0.78932,0.32509,9,-25.25701,-57.59739,baja
demo_749,demo,D10,colectora,Recoleta,0.12623,0.00699,4.50032,0.81916,0.53582,9,-25.30166,-57.61056,baja
demo_750,demo,D10,local,San Vicente,0.1138,0.00827,2.62005,0.81868,0.07362,9,-25.3093,-57.60984,baja
demo_751,demo,D10,local,Carmelitas,0.11291,0.00514,4.84403,0.71584,0.17747,9,-25.28765,-57.57018,baja
demo_752,demo,D00,colectora,Centro,0.10027,0.01357,1.37015,0.79994,0.16787,9,-25.27866,-57.63747,baja
demo_753,demo,D00,colectora,Mburucuyá,0.22642,0.00186,0.6238,0.60089,0.45374,3,-25.2764,-57.58112,baja
demo_754,demo,D20,colectora,Villa Morra,0.19661,0.04789,0.66635,0.86369,0.54187,3,-25.29677,-57.58049,media
demo_755,demo,D10,local,Centro,0.14248,0.00131,3.14764,0.75994,0.47973,3,-25.28106,-57.63054,baja
demo_756,demo,D10,colectora,Sajonia,0.38915,0.01929,3.29775,0.82833,0.2944,4,-25.2929,-57.64937,baja
demo_757,demo,D10,local,Mburucuyá,0.25932,0.01071,4.87537,0.97656,0.30515,4,-25.28564,-57.57975,baja
demo_758,demo,D10,local,San Vicente,0.13626,0.01058,4.19505,0.74611,0.49004,4,-25.31293,-57.60601,baja
demo_759,demo,D10,colectora,Barrio Obrero,0.13053,0.00319,4.22695,0.80491,0.22062,4,-25.31949,-57.62368,baja
demo_760,demo,D10,local,Villa Morra,0.42023,0.07809,5.85414,0.68867,0.38891,1,-25.2942,-57.57303,media
demo_761,demo,D00,local,San Vicente,0.79183,0.16045,0.32493,0.64761,0.27978,5,-25.31061,-57.60379,media
demo_762,demo,D00,arterial,Villa Morra,0.64929,0.00557,0.45217,0.35147,0.22966,5,-25.2942,-57.57845,media
demo_763,demo,D00,local,Carmelitas,0.54229,0.06312,0.46034,0.8148,0.72077,5,-25.28176,-57.57427,media
demo_764,demo,D00,local,Sajonia,0.4223,0.03899,1.05693,0.37469,0.89829,5,-25.29167,-57.64779,media
demo_765,demo,D00,arterial,San Vicente,0.37643,0.00674,0.4845,0.50641,0.74271,5,-25.31025,-57.60483,media
demo_766,demo,D00,arterial,San Vicente,0.6706,0.00635,0.38329,0.83006,0.19221,8,-25.314,-57.60285,media
demo_767,demo,D00,arterial,Las Mercedes,0.52043,0.00234,0.40854,0.66513,0.26186,8,-25.29471,-57.62595,media
demo_768,demo,D00,local,San Vicente,0.51182,0.01548,0.69071,0.79285,0.52696,8,-25.31229,-57.60779,baja
demo_769,demo,D00,local,Centro,0.39476,0.00203,0.70702,0.81994,0.45182,8,-25.28946,-57.64145,baja
demo_770,demo,D00,local,Recoleta,0.19644,0.00402,0.41417,0.65301,0.26672,8,-25.28785,-57.60939,baja
demo_771,demo,D10,arterial,Centro,0.19563,0.01039,7.64273,0.71843,0.14092,8,-25.28867,-57.64026,media
demo_772,demo,D10,local,Recoleta,0.17772,0.0235,8.62773,0.71093,0.22513,8,-25.28855,-57.60743,media
demo_773,demo,D10,colectora,Villa Morra,0.16602,0.03814,8.2256,0.70629,0.28007,8,-25.29725,-57.58199,media
demo_774,demo,D10,local,Las Mercedes,0.58238,0.01562,5.46514,0.74559,0.58175,1,-25.29742,-57.62469,baja
demo_775,demo,D00,colectora,Sajonia,0.74299,0.07196,1.02969,0.86742,0.86298,2,-25.29266,-57.64629,media
demo_776,demo,D10,arterial,Trinidad,0.43393,0.01484,3.87097,0.91666,0.35409,2,-25.25636,-57.59622,media
demo_777,demo,D40,arterial,Las Mercedes,0.18001,0.00208,1.24815,0.71275,0.28192,3,-25.2932,-57.62171,alta
demo_778,demo,D00,local,Villa Morra,0.16284,0.01263,1.13575,0.79266,0.19405,3,-25.29411,-57.5763,baja
demo_779,demo,D00,local,Barrio Obrero,0.11199,0.01306,0.96441,0.78411,0.20834,3,-25.31966,-57.62526,baja
demo_780,demo,D00,colectora,Villa Morra,0.72793,0.00243,0.57056,0.24729,0.09699,5,-25.29369,-57.57956,baja
demo_781,demo,D00,local,Sajonia,0.67354,0.10508,0.11768,0.52752,0.30959,5,-25.29643,-57.64671,media
demo_782,demo,D10,arterial,Trinidad,0.4595,0.01269,8.12567,0.51458,0.16053,5,-25.25945,-57.5985,media
demo_783,demo,D00,colectora,Villa Morra,0.17369,0.06738,0.0748,0.52097,0.32943,5,-25.29411,-57.57312,media
demo_784,demo,D10,arterial,Centro,0.13,0.02063,4.96559,0.5266,0.16036,5,-25.28016,-57.63911,media
demo_785,demo,D00,colectora,Carmelitas,0.57438,0.05041,0.35232,0.49232,0.61055,3,-25.28174,-57.57369,media
demo_786,demo,D10,local,Villa Morra,0.11563,0.00927,4.75104,0.39969,0.18841,3,-25.29185,-57.57664,baja
demo_787,demo,D00,arterial,Las Mercedes,0.10483,0.03574,0.41336,0.45187,0.60347,3,-25.29288,-57.62244,media
demo_788,demo,D20,colectora,Mburucuyá,0.65287,0.05059,0.80689,0.76063,0.56009,6,-25.28523,-57.58042,media
demo_789,demo,D10,colectora,Villa Morra,0.64691,0.00905,3.52334,0.87441,0.31909,6,-25.2899,-57.5759,baja
demo_790,demo,D00,local,Barrio Obrero,0.37765,0.02867,0.96945,0.8232,0.11933,6,-25.31798,-57.62389,media
demo_791,demo,D00,local,Carmelitas,0.26307,0.0226,0.65379,0.83124,0.14106,6,-25.28753,-57.57869,media
demo_792,demo,D10,colectora,Las Mercedes,0.18109,0.00266,4.29443,0.75528,0.05429,6,-25.29448,-57.62386,baja
demo_793,demo,D10,arterial,Trinidad,0.17688,0.00827,3.49977,0.93907,0.80385,6,-25.26151,-57.59651,media
demo_794,demo,D00,colectora,Centro,0.67841,0.00935,0.81773,0.85763,0.24309,1,-25.2827,-57.63219,baja
demo_795,demo,D40,colectora,Barrio Obrero,0.19585,0.00221,1.84737,0.63167,0.42634,3,-25.31767,-57.62104,media
demo_796,demo,D20,colectora,San Vicente,0.10575,0.11076,1.75428,0.81755,0.39827,3,-25.30851,-57.60456,alta
demo_797,demo,D40,arterial,Mburucuyá,0.10485,0.00328,1.90588,0.62854,0.43186,3,-25.28421,-57.57619,alta
demo_798,demo,D00,arterial,Barrio Obrero,0.19701,0.03376,0.73528,0.7687,0.59305,1,-25.31794,-57.62242,media
demo_799,demo,D00,local,San Vicente,0.16392,0.01672,0.79169,0.74152,0.76475,1,-25.31987,-57.60159,baja
demo_800,demo,D10,colectora,Villa Morra,0.26094,0.01903,5.47893,0.85039,0.16145,1,-25.29364,-57.5743,baja
demo_801,demo,D00,arterial,Villa Morra,0.35203,0.01089,1.21268,0.63079,0.14877,5,-25.2891,-57.57315,media
demo_802,demo,D00,local,Villa Morra,0.25767,0.03124,0.28924,0.83569,0.23169,5,-25.29587,-57.58012,media
demo_803,demo,D00,arterial,Recoleta,0.16743,0.00634,0.71832,0.72378,0.24273,5,-25.29361,-57.60616,media
demo_804,demo,D00,colectora,Barrio Obrero,0.16291,0.01644,0.31126,0.78781,0.24471,5,-25.31762,-57.62783,baja
demo_805,demo,D00,local,Villa Morra,0.11019,0.0169,0.34696,0.88966,0.22553,5,-25.29127,-57.57381,baja
demo_806,demo,D00,colectora,Las Mercedes,0.53042,0.03844,0.40991,0.6748,0.64985,9,-25.29001,-57.62208,media
demo_807,demo,D00,local,Trinidad,0.47966,0.00629,0.3916,0.3562,0.53997,9,-25.26408,-57.58895,baja
demo_808,demo,D00,local,Villa Morra,0.21181,0.02347,0.30122,0.66033,0.63197,9,-25.29301,-57.57778,media
demo_809,demo,D00,arterial,Barrio Obrero,0.19015,0.06318,0.92769,0.36494,0.87895,9,-25.31101,-57.62197,media
demo_810,demo,D10,arterial,Carmelitas,0.17386,0.00881,3.08841,0.50188,0.51711,9,-25.28741,-57.56959,media
demo_811,demo,D00,colectora,Las Mercedes,0.13041,0.00873,0.53155,0.28405,0.66781,9,-25.2947,-57.6226,baja
demo_812,demo,D00,colectora,Mburucuyá,0.11719,0.04358,1.30488,0.33575,0.87985,9,-25.28336,-57.57819,media
demo_813,demo,D00,local,Mburucuyá,0.11194,0.04148,0.92767,0.37743,0.90162,9,-25.28195,-57.58281,media
demo_814,demo,D00,arterial,Las Mercedes,0.1107,0.07931,0.60091,0.43515,0.89075,9,-25.29786,-57.62334,media
demo_815,demo,D10,arterial,Barrio Obrero,0.33232,0.05303,4.48146,0.12006,0.65957,2,-25.315,-57.62319,media
demo_816,demo,D10,local,Las Mercedes,0.24784,0.08433,3.86957,0.13797,0.69941,2,-25.29522,-57.62652,media
demo_817,demo,D00,local,Las Mercedes,0.1033,0.00649,0.85277,0.66975,0.94944,1,-25.29259,-57.62684,baja
demo_818,demo,D00,colectora,Sajonia,0.54387,0.01906,0.53508,0.81567,0.93429,4,-25.2956,-57.64433,baja
demo_819,demo,D00,local,San Vicente,0.45733,0.00673,0.40695,0.68659,0.83249,4,-25.3139,-57.60131,baja
demo_820,demo,D00,arterial,Trinidad,0.44472,0.00608,0.56876,0.51727,0.73392,4,-25.25337,-57.5929,media
demo_821,demo,D10,local,Las Mercedes,0.16001,0.02042,9.23391,0.69492,0.57691,4,-25.29539,-57.6262,media
demo_822,demo,D00,colectora,Barrio Obrero,0.30593,0.00549,0.16368,0.67035,0.4122,3,-25.31736,-57.62968,baja
demo_823,demo,D00,arterial,Trinidad,0.2926,0.01818,0.41189,0.82635,0.5146,3,-25.2604,-57.59371,media
demo_824,demo,D00,local,San Vicente,0.12464,0.00283,0.17777,0.69668,0.41392,3,-25.31056,-57.6032,baja
demo_825,demo,D40,local,Centro,0.29629,0.03308,1.88324,0.78737,0.64607,3,-25.28573,-57.63968,alta
demo_826,demo,D40,arterial,Villa Morra,0.15232,0.05151,1.86821,0.76651,0.62104,3,-25.29101,-57.57495,alta
demo_827,demo,D40,local,Barrio Obrero,0.12523,0.12925,1.41241,0.84841,0.67691,3,-25.31341,-57.6253,alta
demo_828,demo,D40,arterial,Carmelitas,0.49132,0.00673,1.47778,0.69712,0.76028,2,-25.28402,-57.57248,alta
demo_829,demo,D40,arterial,Las Mercedes,0.15824,0.00332,1.24659,0.71274,0.71181,2,-25.29561,-57.61827,alta
demo_830,demo,D40,colectora,San Vicente,0.26995,0.00097,1.9054,0.60064,0.35973,5,-25.31415,-57.60533,media
demo_831,demo,D40,arterial,Centro,0.24401,0.0026,1.86968,0.79972,0.39311,5,-25.29109,-57.63693,alta
demo_832,demo,D20,arterial,Sajonia,0.15338,0.02793,0.90985,0.91212,0.19346,5,-25.29763,-57.64744,alta
demo_833,demo,D10,local,San Vicente,0.14654,0.00323,4.88745,0.66258,0.57379,5,-25.30789,-57.5998,baja
demo_834,demo,D20,colectora,Barrio Obrero,0.10869,0.04145,1.25227,0.90892,0.17951,5,-25.31517,-57.6224,media
demo_835,demo,D20,local,Villa Morra,0.38082,0.04531,1.31092,0.67814,0.43282,3,-25.28879,-57.57744,media
demo_836,demo,D20,local,Villa Morra,0.27583,0.12695,3.62033,0.66838,0.65918,3,-25.29311,-57.57903,alta
demo_837,demo,D20,colectora,Carmelitas,0.20088,0.08903,4.88534,0.64521,0.66988,3,-25.28596,-57.57577,alta
demo_838,demo,D00,arterial,Recoleta,0.67426,0.01308,0.32758,0.71646,0.52363,1,-25.29234,-57.60806,media
demo_839,demo,D20,arterial,Las Mercedes,0.23645,0.16247,5.11172,0.91086,0.54252,1,-25.29288,-57.62247,alta
demo_840,demo,D10,local,Trinidad,0.34149,0.00583,5.16944,0.78829,0.71438,13,-25.26435,-57.59408,baja
demo_841,demo,D10,colectora,Villa Morra,0.33676,0.00605,5.68425,0.63855,0.61279,13,-25.29342,-57.57663,baja
demo_842,demo,D10,local,Las Mercedes,0.28787,0.02078,5.92424,0.73866,0.76575,13,-25.29029,-57.62302,baja
demo_843,demo,D10,arterial,San Vicente,0.2533,0.0217,7.92963,0.9253,0.53675,13,-25.30999,-57.61065,media
demo_844,demo,D10,local,Centro,0.24586,0.00331,5.47114,0.56312,0.398,13,-25.28592,-57.6371,baja
demo_845,demo,D10,colectora,Carmelitas,0.17871,0.00993,5.05673,0.71989,0.46734,13,-25.2847,-57.57019,baja
demo_846,demo,D40,arterial,San Vicente,0.15828,0.00363,0.9554,0.74014,0.37754,13,-25.3123,-57.6077,alta
demo_847,demo,D20,local,Las Mercedes,0.13823,0.07275,1.53084,0.891,0.18469,13,-25.29041,-57.62206,media
demo_848,demo,D10,colectora,Trinidad,0.12097,0.00581,3.26884,0.929,0.06889,13,-25.26004,-57.5961,baja
demo_849,demo,D10,arterial,Villa Morra,0.11691,0.02751,4.65514,0.74918,0.77976,13,-25.29231,-57.57291,media
demo_850,demo,D10,arterial,Villa Morra,0.11656,0.00554,5.19411,0.89307,0.08607,13,-25.29999,-57.58117,media
demo_851,demo,D10,local,Centro,0.1009,0.00285,4.24112,0.62362,0.45387,13,-25.2847,-57.63703,baja
demo_852,demo,D10,colectora,Centro,0.10081,0.0176,6.63056,0.77876,0.7911,13,-25.27988,-57.63283,baja
demo_853,demo,D40,local,Carmelitas,0.26068,0.1698,1.58556,0.74434,0.50024,2,-25.28771,-57.56901,alta
demo_854,demo,D40,arterial,Barrio Obrero,0.18943,0.10671,1.79678,0.7044,0.54315,2,-25.31224,-57.62457,alta
demo_855,demo,D00,colectora,Carmelitas,0.60519,0.00366,0.34154,0.94827,0.31292,6,-25.2866,-57.57057,baja
demo_856,demo,D00,local,Sajonia,0.57862,0.11735,0.96767,0.78594,0.16849,6,-25.30322,-57.64505,media
demo_857,demo,D00,arterial,Mburucuyá,0.54061,0.02828,0.22008,0.81519,0.37537,6,-25.27793,-57.57685,media
demo_858,demo,D00,local,Mburucuyá,0.48382,0.082,0.84045,0.78978,0.13126,6,-25.28324,-57.57883,media
demo_859,demo,D00,arterial,Villa Morra,0.25199,0.04239,0.30967,0.81374,0.35747,6,-25.29287,-57.57581,media
demo_860,demo,D00,local,Villa Morra,0.11891,0.00209,0.76828,0.63677,0.33536,6,-25.29032,-57.57677,baja
demo_861,demo,D00,colectora,Recoleta,0.59852,0.02145,0.249,0.85324,0.5612,3,-25.29118,-57.60741,media
demo_862,demo,D00,colectora,Sajonia,0.48277,0.00185,0.42841,0.6363,0.53656,3,-25.29421,-57.6504,baja
demo_863,demo,D10,colectora,Carmelitas,0.41827,0.00482,4.09108,0.77209,0.38678,3,-25.2838,-57.57461,baja
demo_864,demo,D00,local,Carmelitas,0.61647,0.03567,0.5426,0.80498,0.06956,2,-25.28725,-57.57056,media
demo_865,demo,D10,colectora,San Vicente,0.13182,0.02646,9.4877,0.7574,0.55173,2,-25.30665,-57.60799,media
demo_866,demo,D20,arterial,Sajonia,0.78857,0.21426,4.09652,0.88565,0.46866,5,-25.28684,-57.65415,alta
demo_867,demo,D20,colectora,Carmelitas,0.51678,0.07001,2.85426,0.64031,0.29911,5,-25.28125,-57.5687,media
demo_868,demo,D40,colectora,Centro,0.32885,0.00515,2.40969,0.8157,0.05569,5,-25.28643,-57.6329,media
demo_869,demo,D20,colectora,Trinidad,0.31374,0.05287,2.22745,0.62857,0.26754,5,-25.2581,-57.59476,media
demo_870,demo,D40,colectora,Carmelitas,0.12855,0.00737,1.73379,0.82322,0.05652,5,-25.28897,-57.56961,media
demo_871,demo,D10,local,Barrio Obrero,0.16297,0.00445,3.8823,0.72791,0.15997,1,-25.31927,-57.62855,baja
demo_872,demo,D00,arterial,Trinidad,0.58903,0.0013,0.15145,0.15221,0.61932,3,-25.25984,-57.59426,media
demo_873,demo,D00,colectora,Centro,0.29925,0.03504,0.53318,0.4294,0.09162,3,-25.28236,-57.63687,media
demo_874,demo,D20,local,Sajonia,0.13466,0.05413,1.24751,0.89549,0.13003,3,-25.29449,-57.64963,media
demo_875,demo,D10,local,Sajonia,0.16629,0.02146,4.97374,0.53317,0.55178,1,-25.29258,-57.64959,baja
demo_876,demo,D20,arterial,Mburucuyá,0.5139,0.09244,0.73076,0.82216,0.38125,2,-25.27778,-57.5765,alta
demo_877,demo,D40,local,Barrio Obrero,0.14368,0.00153,1.94069,0.73532,0.09385,2,-25.31445,-57.62453,baja
demo_878,demo,D00,colectora,Sajonia,0.40819,0.01987,0.48928,0.74254,0.35683,1,-25.29322,-57.65123,baja
demo_879,demo,D20,local,Las Mercedes,0.11915,0.02536,1.05103,0.71664,0.32347,2,-25.29314,-57.62186,media
demo_880,demo,D10,arterial,Trinidad,0.1139,0.01904,8.26717,0.8039,0.21202,2,-25.25316,-57.59375,media
demo_881,demo,D10,local,Mburucuyá,0.28718,0.03584,8.96159,0.41851,0.57071,3,-25.27878,-57.58161,media
demo_882,demo,D00,local,Recoleta,0.20099,0.03938,0.63147,0.55484,0.21983,3,-25.28919,-57.60867,media
demo_883,demo,D00,arterial,Barrio Obrero,0.12644,0.05664,0.69898,0.53349,0.23941,3,-25.31843,-57.62761,media
demo_884,demo,D00,local,San Vicente,0.5965,0.00297,0.27603,0.71717,0.39552,5,-25.31524,-57.6056,baja
demo_885,demo,D10,arterial,Las Mercedes,0.53568,0.01445,6.73008,0.76896,0.39045,5,-25.29138,-57.62712,media
demo_886,demo,D10,colectora,Carmelitas,0.45902,0.00605,5.18682,0.9047,0.4737,5,-25.28401,-57.57222,baja
demo_887,demo,D00,colectora,Mburucuyá,0.18613,0.00677,0.56713,0.80073,0.57316,5,-25.27633,-57.58329,baja
demo_888,demo,D00,local,Centro,0.10308,0.08777,0.72483,0.82044,0.62046,5,-25.28437,-57.63205,media
demo_889,demo,D00,local,San Vicente,0.2171,0.03248,0.53503,0.79302,0.06592,1,-25.31412,-57.61084,media
demo_890,demo,D00,arterial,Trinidad,0.45985,0.00923,1.63771,0.90675,0.66964,2,-25.25654,-57.59606,media
demo_891,demo,D00,colectora,San Vicente,0.15191,0.02468,1.69493,0.88199,0.62424,2,-25.30804,-57.6085,media
demo_892,demo,D10,colectora,Barrio Obrero,0.54171,0.01036,5.02656,0.86527,0.26417,2,-25.32075,-57.62606,baja
demo_893,demo,D00,local,Mburucuyá,0.10287,0.00861,1.04566,0.92403,0.08723,2,-25.2752,-57.57809,baja
demo_894,demo,D00,colectora,Centro,0.44676,0.01188,0.89186,0.68859,0.37362,1,-25.28872,-57.63291,baja
demo_895,demo,D20,arterial,Mburucuyá,0.65508,0.20097,1.73107,0.82964,0.29491,2,-25.27593,-57.57515,alta
demo_896,demo,D10,local,Carmelitas,0.26333,0.00491,5.32397,0.62788,0.45232,2,-25.29004,-57.57119,baja
demo_897,demo,D40,colectora,Recoleta,0.87366,0.00388,1.03831,0.46757,0.50616,2,-25.29318,-57.61102,media
demo_898,demo,D40,arterial,Centro,0.47555,0.00048,0.83603,0.46827,0.45513,2,-25.28396,-57.63991,alta
demo_899,demo,D10,local,Mburucuyá,0.3451,0.04,9.32738,0.90357,0.3203,6,-25.27951,-57.57538,media
demo_900,demo,D10,colectora,Barrio Obrero,0.25232,0.02266,11.79337,0.91193,0.35492,6,-25.3195,-57.6187,media
demo_901,demo,D10,colectora,Trinidad,0.19761,0.01774,17.27491,0.91609,0.35646,6,-25.2653,-57.60325,baja
demo_902,demo,D10,arterial,Centro,0.18126,0.01188,15.82788,0.91602,0.32913,6,-25.2858,-57.63844,media
demo_903,demo,D10,colectora,Centro,0.14506,0.01793,16.53886,0.91737,0.27224,6,-25.28023,-57.63355,baja
demo_904,demo,D10,local,Recoleta,0.11727,0.02518,8.46474,0.90096,0.39122,6,-25.29195,-57.61306,media
demo_905,demo,D00,arterial,Sajonia,0.62337,0.0128,0.30619,0.89777,0.44544,8,-25.29367,-57.64837,media
demo_906,demo,D00,local,Barrio Obrero,0.50433,0.0043,0.31456,0.7802,0.37109,8,-25.31721,-57.62942,baja
demo_907,demo,D00,local,Barrio Obrero,0.29769,0.01257,0.58402,0.9266,0.2892,8,-25.31584,-57.62256,baja
demo_908,demo,D00,colectora,Recoleta,0.21066,0.04081,0.50802,0.85806,0.32079,8,-25.28971,-57.60993,media
demo_909,demo,D00,arterial,Villa Morra,0.19025,0.01274,1.05842,0.76844,0.21074,8,-25.2887,-57.57105,media
demo_910,demo,D00,arterial,Centro,0.19009,0.01803,0.82926,0.92626,0.27272,8,-25.28384,-57.63591,media
demo_911,demo,D00,arterial,Mburucuyá,0.15456,0.01647,0.56877,0.81564,0.67601,8,-25.28088,-57.57892,media
demo_912,demo,D00,local,Centro,0.13582,0.01861,0.45064,0.8982,0.42997,8,-25.28428,-57.63457,baja
demo_913,demo,D10,arterial,San Vicente,0.5397,0.08083,12.30532,0.61615,0.49865,5,-25.30851,-57.60464,alta
demo_914,demo,D00,arterial,San Vicente,0.48748,0.07146,0.96828,0.26557,0.13153,5,-25.30956,-57.60985,media
demo_915,demo,D10,local,Las Mercedes,0.45021,0.13301,7.51831,0.64525,0.5,5,-25.29598,-57.62628,media
demo_916,demo,D00,local,Carmelitas,0.2406,0.03398,2.54527,0.51802,0.85214,5,-25.2826,-57.57345,media
demo_917,demo,D10,colectora,Barrio Obrero,0.21469,0.06526,8.80143,0.62153,0.37895,5,-25.31682,-57.62492,media
demo_918,demo,D20,colectora,Recoleta,0.76233,0.13961,1.03325,0.81621,0.29482,2,-25.29383,-57.6158,alta
demo_919,demo,D40,arterial,Centro,0.17015,0.00276,2.62663,0.63937,0.40545,2,-25.28316,-57.63443,alta
demo_920,demo,D00,colectora,Mburucuyá,0.50543,0.15732,0.66516,0.75087,0.16176,2,-25.27907,-57.57692,media
demo_921,demo,D40,arterial,Mburucuyá,0.20854,0.00607,1.49374,0.74588,0.95236,2,-25.28189,-57.57902,alta
demo_922,demo,D20,local,Las Mercedes,0.13451,0.0061,1.04337,0.80456,0.63435,1,-25.29554,-57.62258,baja
demo_923,demo,D10,arterial,San Vicente,0.50894,0.03637,4.10824,0.80739,0.42913,4,-25.30617,-57.60768,media
